run,batch_size,warmup_iterations,measured_iterations,mean_latency_ms,p50_latency_ms,p95_latency_ms,min_latency_ms,max_latency_ms,max_latency_iteration,throughput_images_per_second
1,2,10,100,0.04246521,0.041041,0.0451779,0.038373,0.127515,29,47097.3769
2,2,10,100,0.04346261,0.0423045,0.0509743,0.038787,0.061438,61,46016.5646
3,2,10,100,0.04166827,0.0408045,0.04486535,0.038433,0.060575,53,47998.153
4,2,10,100,0.04211825,0.0420225,0.045175,0.038388,0.047387,42,47485.3537
5,2,10,100,0.04415364,0.0441775,0.04764085,0.039353,0.049303,1,45296.3787
