epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,learning_rate,epoch_seconds
1,1.43580001484553,0.4932666666666667,1.1825476268768311,0.5806,0.001,6.802363073002198
2,1.0933912934833103,0.6179111111111111,1.090729038619995,0.6278,0.001,6.229880826002045
3,0.9645661114586724,0.6671111111111111,0.9803703798294068,0.6636,0.001,6.734548806998646
4,0.8968628117481867,0.6904888888888889,1.0010532585144043,0.6578,0.001,8.10027270700084
5,0.8440940769619412,0.7087333333333333,0.9565840238571167,0.67,0.001,7.8422083250006835
6,0.8067192398601108,0.7209333333333333,0.9348047883987427,0.6796,0.001,6.753059857997869
7,0.7753065717485216,0.7313555555555555,0.912095046710968,0.6834,0.001,8.375695562001056
8,0.7499626281950209,0.7406,0.9128734927177429,0.6844,0.001,7.160273142999358
9,0.7252508826997545,0.7473555555555556,0.9450742743492127,0.6796,0.001,8.880454515001475
10,0.7032429171085358,0.7560666666666667,0.9291764746665955,0.6822,0.001,6.824428537998756
11,0.6868611710760328,0.7609555555555556,0.9519248971939087,0.6758,0.001,9.452365500001179
12,0.6710869838767581,0.7669777777777778,0.9518688285827637,0.6758,0.001,8.200967406999553
13,0.6545513932334052,0.7746666666666666,0.9692271272659302,0.6718,0.001,11.666871528002957
14,0.6434615837203131,0.7766888888888889,0.9493820435523986,0.687,0.001,10.591814510000404
15,0.6288844379583994,0.7828222222222222,0.9767633299827576,0.6788,0.001,7.6770328329985205
16,0.6174321681552463,0.7846444444444445,0.9662487811088561,0.6802,0.001,7.4337285260007775
17,0.6086809183650547,0.7871111111111111,0.9932659023284912,0.6824,0.001,7.406296080000175
18,0.6002268623775906,0.7902,1.003044745349884,0.6736,0.001,8.374910032998741
19,0.5881582651138305,0.794,1.0054396392822265,0.6756,0.001,11.44716730899745
20,0.5821095456441243,0.7966666666666666,1.0215230278968812,0.6728,0.001,8.559310410997568
