run,batch_size,warmup_iterations,measured_iterations,mean_latency_ms,p50_latency_ms,p95_latency_ms,min_latency_ms,max_latency_ms,max_latency_iteration,throughput_images_per_second
1,1,10,100,0.03563979,0.0352535,0.0389051,0.032696,0.040077,7,28058.5267
2,1,10,100,0.03393828,0.033323,0.0372357,0.031507,0.040561,1,29465.2528
3,1,10,100,0.03408697,0.0336995,0.0367387,0.031572,0.039821,97,29336.7231
4,1,10,100,0.03495439,0.034415,0.0381391,0.03177,0.043779,12,28608.7098
5,1,10,100,0.03420268,0.0338145,0.03690385,0.032098,0.040625,15,29237.475
