run,batch_size,warmup_iterations,measured_iterations,mean_latency_ms,p50_latency_ms,p95_latency_ms,min_latency_ms,max_latency_ms,max_latency_iteration,throughput_images_per_second
1,1,10,500,0.029301988,0.02838,0.0322973,0.024993,0.10386,185,34127.3773
2,1,10,500,0.027230332,0.027054,0.0289016,0.025117,0.054556,94,36723.7535
3,1,10,500,0.027553606,0.0274765,0.0287662,0.024806,0.036063,440,36292.8903
4,1,10,500,0.027973218,0.0276325,0.03061985,0.025312,0.058178,406,35748.4791
5,1,10,500,0.027427622,0.027282,0.029106,0.025193,0.033775,146,36459.5954
