run,batch_size,warmup_iterations,measured_iterations,mean_latency_ms,p50_latency_ms,p95_latency_ms,min_latency_ms,max_latency_ms,max_latency_iteration,throughput_images_per_second
1,1,10,500,0.027688152,0.027487,0.02975335,0.02545,0.040313,357,36116.531
2,1,10,500,0.02799025,0.0276905,0.03066535,0.024946,0.051133,217,35726.7263
3,1,10,500,0.028485938,0.027834,0.0308366,0.026745,0.130493,419,35105.0402
4,1,10,500,0.028448108,0.0281665,0.03034395,0.0268,0.058065,178,35151.7226
5,1,10,500,0.028519126,0.027931,0.0310933,0.026185,0.087934,43,35064.1882
