run,batch_size,warmup_iterations,measured_iterations,mean_latency_ms,p50_latency_ms,p95_latency_ms,min_latency_ms,max_latency_ms,max_latency_iteration,throughput_images_per_second
1,1,1000,2000,0.024758874,0.0244605,0.02743985,0.021358,0.212614,1884,40389.5589
2,1,1000,2000,0.024775216,0.024448,0.02688305,0.022344,0.05083,417,40362.9175
3,1,1000,2000,0.0255486545,0.025351,0.02774765,0.023072,0.037254,1356,39141.0045
4,1,1000,2000,0.0252984445,0.0249875,0.02697555,0.023008,0.102029,773,39528.122
5,1,1000,2000,0.027616928,0.027398,0.02962195,0.024933,0.101963,193,36209.6755
