run,batch_size,warmup_iterations,measured_iterations,mean_latency_ms,p50_latency_ms,p95_latency_ms,min_latency_ms,max_latency_ms,max_latency_iteration,throughput_images_per_second
1,1,10,500,0.027729588,0.027308,0.03021435,0.025248,0.04967,36,36062.5625
2,1,10,500,0.030226618,0.0301545,0.0319312,0.025729,0.139126,245,33083.4234
3,1,10,500,0.026479802,0.0258605,0.0276501,0.024096,0.106419,187,37764.6328
4,1,10,500,0.025769936,0.025638,0.02700945,0.023667,0.052743,497,38804.9082
5,1,10,500,0.026117758,0.0256585,0.0270833,0.024246,0.11391,45,38288.1256
