run,batch_size,warmup_iterations,measured_iterations,mean_latency_ms,p50_latency_ms,p95_latency_ms,min_latency_ms,max_latency_ms,max_latency_iteration,throughput_images_per_second
1,1,10,500,0.029821738,0.0299245,0.03608925,0.023899,0.050236,381,33532.5862
2,1,10,500,0.025305478,0.0250635,0.0269531,0.021691,0.098268,125,39517.1354
3,1,10,500,0.024079474,0.023853,0.0257752,0.022196,0.033343,82,41529.1464
4,1,10,500,0.024502358,0.024427,0.0259273,0.022197,0.032507,311,40812.3985
5,1,10,500,0.024766396,0.0247585,0.0265505,0.021783,0.043327,255,40377.2919
