epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,learning_rate,epoch_seconds
1,1.6245927068922255,0.4158222222222222,1.2932226800918578,0.5438,0.001,8.55438702399988
2,1.3255529760466682,0.5288,1.1426033529281616,0.5986,0.001,8.553333353000198
3,1.2119103780110676,0.5718,1.068179947090149,0.6278,0.001,8.28610523899988
4,1.152574465476142,0.5950666666666666,1.0553472608566283,0.6358,0.001,8.292920842999592
