run,batch_size,warmup_iterations,measured_iterations,mean_latency_ms,p50_latency_ms,p95_latency_ms,min_latency_ms,max_latency_ms,max_latency_iteration,throughput_images_per_second
1,8,10,100,0.07867327,0.078745,0.0826365,0.071934,0.085094,54,101686.38
2,8,10,100,0.08779071,0.087397,0.091746,0.082686,0.122039,74,91125.815
3,8,10,100,0.08484718,0.084648,0.0881239,0.080068,0.092147,5,94287.1643
4,8,10,100,0.08467227,0.0842195,0.0895973,0.080665,0.093404,52,94481.9361
5,8,10,100,0.09023393,0.0899575,0.09462915,0.083537,0.118034,61,88658.4459
