run,batch_size,warmup_iterations,measured_iterations,mean_latency_ms,p50_latency_ms,p95_latency_ms,min_latency_ms,max_latency_ms,max_latency_iteration,throughput_images_per_second
1,1,10,500,0.033516796,0.0327755,0.0354465,0.032167,0.051293,445,29835.7874
2,1,10,500,0.03555121,0.035363,0.03804405,0.033695,0.053045,361,28128.4378
3,1,10,500,0.035802404,0.0354285,0.0380116,0.034346,0.05655,189,27931.0853
4,1,10,500,0.0357554,0.0354655,0.03730155,0.034459,0.061705,284,27967.8035
5,1,10,500,0.035858206,0.0353955,0.0373882,0.034396,0.119697,269,27887.6194
