iteration,batch_size,warmup_iterations,measured_iterations,preprocess_ms,inference_ms,postprocess_ms,end_to_end_ms,stage_sum_ms
1,1,10,100,0.064085,0.04093,0.00194,0.106955,0.106955
2,1,10,100,0.06581,0.040561,0.001849,0.10822,0.10822
3,1,10,100,0.062296,0.039684,0.001835,0.103815,0.103815
4,1,10,100,0.061884,0.037595,0.001874,0.101353,0.101353
5,1,10,100,0.061909,0.037023,0.001853,0.100785,0.100785
6,1,10,100,0.061821,0.036767,0.001902,0.10049,0.10049
7,1,10,100,0.062898,0.037092,0.00192,0.10191,0.10191
8,1,10,100,0.061746,0.03739,0.00188,0.101016,0.101016
9,1,10,100,0.061787,0.04295,0.002016,0.106753,0.106753
10,1,10,100,0.063222,0.039972,0.002,0.105194,0.105194
11,1,10,100,0.063559,0.038189,0.002012,0.10376,0.10376
12,1,10,100,0.066384,0.038731,0.001896,0.107011,0.107011
13,1,10,100,0.063377,0.038943,0.001967,0.104287,0.104287
14,1,10,100,0.063775,0.038566,0.001938,0.104279,0.104279
15,1,10,100,0.063275,0.041501,0.00205,0.106826,0.106826
16,1,10,100,0.063206,0.041708,0.001909,0.106823,0.106823
17,1,10,100,0.063602,0.042337,0.001847,0.107786,0.107786
18,1,10,100,0.063273,0.042629,0.00187,0.107772,0.107772
19,1,10,100,0.063497,0.045301,0.00204,0.110838,0.110838
20,1,10,100,0.066976,0.042427,0.002037,0.11144,0.11144
21,1,10,100,0.071624,0.041706,0.002101,0.115431,0.115431
22,1,10,100,0.067111,0.042746,0.002006,0.111863,0.111863
23,1,10,100,0.066613,0.039252,0.002063,0.107928,0.107928
24,1,10,100,0.06663,0.044308,0.001992,0.11293,0.11293
25,1,10,100,0.06741,0.044168,0.002025,0.113603,0.113603
26,1,10,100,0.06665,0.042702,0.001928,0.11128,0.11128
27,1,10,100,0.066669,0.046311,0.002009,0.114989,0.114989
28,1,10,100,0.066659,0.042799,0.001952,0.11141,0.11141
29,1,10,100,0.066612,0.043052,0.001985,0.111649,0.111649
30,1,10,100,0.069218,0.045297,0.00226,0.116775,0.116775
31,1,10,100,0.066722,0.04269,0.002075,0.111487,0.111487
32,1,10,100,0.06668,0.039088,0.002042,0.10781,0.10781
33,1,10,100,0.067525,0.041489,0.00201,0.111024,0.111024
34,1,10,100,0.066683,0.042239,0.00197,0.110892,0.110892
35,1,10,100,0.066417,0.042683,0.002062,0.111162,0.111162
36,1,10,100,0.067087,0.040487,0.001988,0.109562,0.109562
37,1,10,100,0.067001,0.040337,0.002025,0.109363,0.109363
38,1,10,100,0.066871,0.043497,0.002087,0.112455,0.112455
39,1,10,100,0.071524,0.041117,0.00206,0.114701,0.114701
40,1,10,100,0.066881,0.040298,0.001971,0.10915,0.10915
41,1,10,100,0.066135,0.038731,0.002005,0.106871,0.106871
42,1,10,100,0.066506,0.041354,0.002078,0.109938,0.109938
43,1,10,100,0.069701,0.042024,0.001972,0.113697,0.113697
44,1,10,100,0.065092,0.04059,0.00203,0.107712,0.107712
45,1,10,100,0.067216,0.041784,0.001996,0.110996,0.110996
46,1,10,100,0.066803,0.039062,0.002021,0.107886,0.107886
47,1,10,100,0.066513,0.0392,0.002027,0.10774,0.10774
48,1,10,100,0.069171,0.038731,0.002,0.109902,0.109902
49,1,10,100,0.066555,0.0405,0.002123,0.109178,0.109178
50,1,10,100,0.066164,0.039429,0.00211,0.107703,0.107703
51,1,10,100,0.06663,0.041134,0.002064,0.109828,0.109828
52,1,10,100,0.066199,0.042383,0.002107,0.110689,0.110689
53,1,10,100,0.066688,0.043571,0.002,0.112259,0.112259
54,1,10,100,0.066721,0.041571,0.002011,0.110303,0.110303
55,1,10,100,0.066612,0.040524,0.002013,0.109149,0.109149
56,1,10,100,0.06817,0.044865,0.002026,0.115061,0.115061
57,1,10,100,0.070459,0.040846,0.00201,0.113315,0.113315
58,1,10,100,0.064628,0.038599,0.002002,0.105229,0.105229
59,1,10,100,0.067606,0.038108,0.001988,0.107702,0.107702
60,1,10,100,0.064645,0.03896,0.002205,0.10581,0.10581
61,1,10,100,0.064663,0.041035,0.001968,0.107666,0.107666
62,1,10,100,0.064531,0.039772,0.002005,0.106308,0.106308
63,1,10,100,0.064518,0.042475,0.001947,0.10894,0.10894
64,1,10,100,0.070091,0.04444,0.002103,0.116634,0.116634
65,1,10,100,0.070342,0.043665,0.001973,0.11598,0.11598
66,1,10,100,0.073959,0.039833,0.001922,0.115714,0.115714
67,1,10,100,0.064982,0.038006,0.002,0.104988,0.104988
68,1,10,100,0.064183,0.037835,0.001987,0.104005,0.104005
69,1,10,100,0.064517,0.04015,0.001957,0.106624,0.106624
70,1,10,100,0.064651,0.043491,0.001924,0.110066,0.110066
71,1,10,100,0.065285,0.039697,0.001964,0.106946,0.106946
72,1,10,100,0.064594,0.038191,0.001996,0.104781,0.104781
73,1,10,100,0.064906,0.040186,0.001934,0.107026,0.107026
74,1,10,100,0.064528,0.03946,0.001969,0.105957,0.105957
75,1,10,100,0.066989,0.04187,0.001967,0.110826,0.110826
76,1,10,100,0.065535,0.040893,0.002046,0.108474,0.108474
77,1,10,100,0.064981,0.038626,0.001909,0.105516,0.105516
78,1,10,100,0.064798,0.040814,0.001963,0.107575,0.107575
79,1,10,100,0.064972,0.043745,0.002058,0.110775,0.110775
80,1,10,100,0.064592,0.043979,0.001951,0.110522,0.110522
81,1,10,100,0.066191,0.040276,0.00198,0.108447,0.108447
82,1,10,100,0.064742,0.040429,0.001955,0.107126,0.107126
83,1,10,100,0.064766,0.041605,0.001979,0.10835,0.10835
84,1,10,100,0.064491,0.043943,0.001969,0.110403,0.110403
85,1,10,100,0.065062,0.038843,0.001957,0.105862,0.105862
86,1,10,100,0.064404,0.03772,0.00206,0.104184,0.104184
87,1,10,100,0.064795,0.04296,0.002015,0.10977,0.10977
88,1,10,100,0.065311,0.042459,0.001947,0.109717,0.109717
89,1,10,100,0.064779,0.045227,0.00208,0.112086,0.112086
90,1,10,100,0.064303,0.042372,0.002021,0.108696,0.108696
91,1,10,100,0.064639,0.043549,0.001972,0.11016,0.11016
92,1,10,100,0.064523,0.042825,0.001985,0.109333,0.109333
93,1,10,100,0.064528,0.04891,0.001938,0.115376,0.115376
94,1,10,100,0.064958,0.040196,0.002092,0.107246,0.107246
95,1,10,100,0.064468,0.040614,0.002074,0.107156,0.107156
96,1,10,100,0.064512,0.042281,0.001964,0.108757,0.108757
97,1,10,100,0.064228,0.041011,0.00196,0.107199,0.107199
98,1,10,100,0.064327,0.043852,0.002038,0.110217,0.110217
99,1,10,100,0.06603,0.043187,0.002056,0.111273,0.111273
