iteration,batch_size,warmup_iterations,measured_iterations,preprocess_ms,inference_ms,postprocess_ms,end_to_end_ms,stage_sum_ms
1,1,10,100,0.104304,0.0592,0.004052,0.167556,0.167556
2,1,10,100,0.104541,0.061236,0.003957,0.169734,0.169734
3,1,10,100,0.104646,0.061181,0.003785,0.169612,0.169612
4,1,10,100,0.097254,0.057958,0.003865,0.159077,0.159077
5,1,10,100,0.099226,0.057418,0.003872,0.160516,0.160516
6,1,10,100,0.107184,0.055299,0.003962,0.166445,0.166445
7,1,10,100,0.096023,0.055917,0.003753,0.155693,0.155693
8,1,10,100,0.096826,0.057138,0.003809,0.157773,0.157773
9,1,10,100,0.097328,0.058053,0.003868,0.159249,0.159249
10,1,10,100,0.096902,0.059109,0.003998,0.160009,0.160009
11,1,10,100,0.099664,0.060665,0.003906,0.164235,0.164235
12,1,10,100,0.103836,0.061799,0.004094,0.169729,0.169729
13,1,10,100,0.094173,0.054637,0.003885,0.152695,0.152695
14,1,10,100,0.094749,0.058875,0.003925,0.157549,0.157549
15,1,10,100,0.098532,0.057434,0.003801,0.159767,0.159767
16,1,10,100,0.094527,0.052964,0.003827,0.151318,0.151318
17,1,10,100,0.094253,0.056572,0.003804,0.154629,0.154629
18,1,10,100,0.099002,3.063622,0.004082,3.166706,3.166706
19,1,10,100,0.09704,0.057114,0.003975,0.158129,0.158129
20,1,10,100,0.093323,0.053734,0.003793,0.15085,0.15085
21,1,10,100,0.099195,0.059558,0.003851,0.162604,0.162604
22,1,10,100,0.100216,0.055483,0.003778,0.159477,0.159477
23,1,10,100,0.093875,0.056876,0.003723,0.154474,0.154474
24,1,10,100,0.09611,0.058827,0.003815,0.158752,0.158752
25,1,10,100,0.100131,0.057905,0.003883,0.161919,0.161919
26,1,10,100,0.094601,0.056619,0.00376,0.15498,0.15498
27,1,10,100,0.094045,0.056219,0.003764,0.154028,0.154028
28,1,10,100,0.097127,0.057854,0.003746,0.158727,0.158727
29,1,10,100,0.092767,0.057003,0.003661,0.153431,0.153431
30,1,10,100,0.092112,0.055999,0.00375,0.151861,0.151861
31,1,10,100,0.099151,0.056491,0.00387,0.159512,0.159512
32,1,10,100,0.09531,0.056364,0.003798,0.155472,0.155472
33,1,10,100,0.09352,0.056526,0.003702,0.153748,0.153748
34,1,10,100,0.092242,0.057031,0.003703,0.152976,0.152976
35,1,10,100,0.099685,0.054911,0.003797,0.158393,0.158393
36,1,10,100,0.093817,0.055612,0.003754,0.153183,0.153183
37,1,10,100,0.098912,3.06439,0.003906,3.167208,3.167208
38,1,10,100,0.095424,0.059645,0.003824,0.158893,0.158893
39,1,10,100,0.092546,0.057483,0.003657,0.153686,0.153686
40,1,10,100,0.098131,0.057918,0.003732,0.159781,0.159781
41,1,10,100,0.097811,0.059886,0.003736,0.161433,0.161433
42,1,10,100,0.092089,0.055555,0.003679,0.151323,0.151323
43,1,10,100,0.093226,0.05316,0.0037,0.150086,0.150086
44,1,10,100,0.098637,0.056116,0.003796,0.158549,0.158549
45,1,10,100,0.093521,0.055702,0.00361,0.152833,0.152833
46,1,10,100,0.097947,0.057584,0.003726,0.159257,0.159257
47,1,10,100,0.092862,0.059355,0.003777,0.155994,0.155994
48,1,10,100,0.097154,0.056504,0.003686,0.157344,0.157344
49,1,10,100,0.09333,0.05827,0.003671,0.155271,0.155271
50,1,10,100,0.103355,0.058381,0.003952,0.165688,0.165688
51,1,10,100,0.093502,0.054836,0.003815,0.152153,0.152153
52,1,10,100,0.096006,0.057274,0.003748,0.157028,0.157028
53,1,10,100,0.097318,0.05829,0.003696,0.159304,0.159304
54,1,10,100,0.097894,0.055636,0.003792,0.157322,0.157322
55,1,10,100,0.097283,0.060561,0.003842,0.161686,0.161686
56,1,10,100,0.10054,3.065908,0.004019,3.170467,3.170467
57,1,10,100,0.097669,0.059562,0.003845,0.161076,0.161076
58,1,10,100,0.096724,0.061384,0.003823,0.161931,0.161931
59,1,10,100,0.10339,0.059792,0.003862,0.167044,0.167044
60,1,10,100,0.099787,0.06129,0.003831,0.164908,0.164908
61,1,10,100,0.100574,0.062192,0.00387,0.166636,0.166636
62,1,10,100,0.102119,0.064478,0.003997,0.170594,0.170594
63,1,10,100,0.095792,0.058887,0.003782,0.158461,0.158461
64,1,10,100,0.095754,0.060437,0.003814,0.160005,0.160005
65,1,10,100,0.101006,0.058657,0.003951,0.163614,0.163614
66,1,10,100,0.098701,0.055902,0.003832,0.158435,0.158435
67,1,10,100,0.098185,0.067498,0.003729,0.169412,0.169412
68,1,10,100,0.095991,0.06569,0.003978,0.165659,0.165659
69,1,10,100,0.096679,0.05855,0.003857,0.159086,0.159086
70,1,10,100,0.098773,0.060032,0.003899,0.162704,0.162704
71,1,10,100,0.101607,0.057379,0.003807,0.162793,0.162793
72,1,10,100,0.09532,0.056929,0.003813,0.156062,0.156062
73,1,10,100,0.098982,0.058718,0.003818,0.161518,0.161518
74,1,10,100,0.103277,0.059328,0.003843,0.166448,0.166448
