run,batch_size,warmup_iterations,measured_iterations,mean_latency_ms,p50_latency_ms,p95_latency_ms,min_latency_ms,max_latency_ms,max_latency_iteration,throughput_images_per_second
1,1,10,500,0.03893111,0.031089,0.0460793,0.027643,3.051253,15,25686.3984
2,1,10,500,0.033073992,0.033261,0.0358519,0.027843,0.062086,186,30235.2374
3,1,10,500,0.033625226,0.033527,0.0428079,0.027409,0.063232,348,29739.5771
4,1,10,500,0.032614574,0.031426,0.0385168,0.028712,0.063652,17,30661.1394
5,1,10,500,0.034417272,0.034245,0.0423285,0.028276,0.071981,303,29055.179
