run,batch_size,warmup_iterations,measured_iterations,mean_latency_ms,p50_latency_ms,p95_latency_ms,min_latency_ms,max_latency_ms,max_latency_iteration,throughput_images_per_second
1,1,10,500,0.0327495,0.0320925,0.0358688,0.028702,0.16451,458,30534.8173
2,1,10,500,0.029661408,0.029505,0.0318312,0.027431,0.045337,225,33713.8412
3,1,10,500,0.029539922,0.0292615,0.0317261,0.027562,0.041376,261,33852.4929
4,1,10,500,0.029754116,0.0293055,0.03225595,0.027257,0.050153,496,33608.7955
5,1,10,500,0.029357946,0.0293205,0.03305395,0.02534,0.051077,337,34062.3285
